order_id,order_date,order_year,order_month,order_quarter,order_day_of_week,order_week,shipping_date,delivery_date,order_status,customer_id,customer_age,customer_gender,customer_segment,product_id,product_name,product_category,product_subcategory,brand,quantity,unit_price,subtotal,discount_percent,discount_amount,tax_rate,tax_amount,total_amount,profit_margin,cost_of_goods,region,city,state,country,postal_code,sales_rep,sales_channel,payment_method,customer_satisfaction,return_flag,repeat_customer,promotional_offer,days_to_ship,days_to_deliver,profit_amount,revenue_per_customer
ORD011993,2023-08-27,2023,8,Q3,Sunday,34,2023-09-01,2023-09-11,Completed,CUST002993,57,Other,Individual,PROD6152,Smartphones Standard,Electronics,Smartphones,BrandA,14,853.02,11942.28,0,0.0,0.08,955.38,12897.66,0.18,11589.69,West,San Francisco,PA,USA,89320,Chris Martinez,Online,Cash,3.6,0,0,None,5,15,2321.5788,12897.66
ORD011994,2025-06-14,2025,6,Q2,Saturday,24,2025-06-17,2025-06-23,Completed,CUST002994,28,Male,Enterprise,PROD3669,Plants Premium,Home & Garden,Plants,BrandA,17,1823.05,30991.85,10,3099.18,0.08,2479.35,30372.02,0.3,26467.77,East,Washington DC,NY,USA,77328,Mike Davis,Partner,PayPal,2.1,0,1,SEASONAL,3,9,9111.606,30372.02
ORD011995,2024-09-19,2024,9,Q3,Thursday,38,2024-09-24,2024-09-26,Cancelled,CUST002995,54,Male,Enterprise,PROD8335,Dresses Standard,Clothing,Dresses,BrandD,20,247.67,4953.4,0,0.0,0.08,396.27,5349.67,0.39,4786.3,North,Chicago,GA,USA,85924,Chris Martinez,Online,Bank Transfer,1.4,0,1,None,5,7,2086.3713000000002,5349.67
ORD011996,2024-01-26,2024,1,Q1,Friday,4,2024-02-02,2024-02-09,Returned,CUST002996,55,Female,Small Business,PROD8936,Furniture Elite,Home & Garden,Furniture,BrandD,25,1697.19,42429.75,10,4242.98,0.08,3394.38,41581.15,0.32,33595.59,East,Washington DC,MI,USA,91183,Mike Davis,Retail Store,Bank Transfer,3.4,0,1,NEWCUSTOMER,7,14,13305.968,41581.15
ORD011997,2025-01-20,2025,1,Q1,Monday,4,2025-01-24,2025-01-27,Pending,CUST002997,19,Male,Small Business,PROD6801,Plants Pro,Home & Garden,Plants,BrandA,34,1293.56,43981.04,15,6597.16,0.08,3518.48,40902.36,0.3,24874.26,West,Los Angeles,MI,USA,43924,Lisa Garcia,Partner,Cash,1.4,0,0,FREESHIP,4,7,12270.708,40902.36
ORD011998,2025-02-28,2025,2,Q1,Friday,9,2025-03-05,2025-03-15,Shipped,CUST002998,62,Other,Individual,PROD4977,Kitchen Appliances Basic,Home & Garden,Kitchen Appliances,BrandE,13,416.99,5420.87,10,542.09,0.08,433.67,5312.45,0.32,4606.85,East,Jacksonville,NC,USA,75275,John Smith,Online,Cash,3.1,0,0,SAVE10,5,15,1699.984,5312.45
ORD011999,2024-02-18,2024,2,Q1,Sunday,7,2024-02-21,2024-02-24,Completed,CUST002999,58,Female,Government,PROD2610,Sports Clothing Elite,Sports,Sports Clothing,BrandB,7,539.24,3774.68,5,188.73,0.08,301.97,3887.92,0.25,2898.63,South,Atlanta,MI,USA,64559,Emily Brown,Retail Store,Cash,2.9,1,0,SEASONAL,3,6,971.98,3887.92
ORD012000,2023-09-02,2023,9,Q3,Saturday,35,2023-09-05,2023-09-11,Pending,CUST003000,51,Female,Enterprise,PROD2838,Pants Elite,Clothing,Pants,BrandE,10,370.29,3702.9,0,0.0,0.08,296.23,3999.13,0.25,3330.84,North,Minneapolis,NC,USA,22857,Chris Martinez,Phone,Cash,2.4,0,0,FREESHIP,3,9,999.7825,3999.13
ORD012001,2023-11-15,2023,11,Q4,Wednesday,46,2023-11-17,2023-11-27,Pending,CUST003001,36,Male,Enterprise,PROD2597,Plants Basic,Home & Garden,Plants,BrandD,46,1565.66,72020.36,25,18005.09,0.08,5761.63,59776.9,0.11,38097.06,North,New York,FL,USA,92158,Sarah Johnson,Retail Store,Bank Transfer,3.0,0,0,FREESHIP,2,12,6575.459,59776.9
ORD012002,2023-07-29,2023,7,Q3,Saturday,30,2023-08-04,2023-08-07,Pending,CUST003002,49,Male,Small Business,PROD6692,Shirts Standard,Clothing,Shirts,BrandE,11,670.87,7379.57,30,2213.87,0.08,590.37,5756.07,0.13,4159.06,West,Phoenix,TX,USA,31266,John Smith,Online,PayPal,4.4,1,1,SEASONAL,6,9,748.2891,5756.07
ORD012003,2024-08-25,2024,8,Q3,Sunday,34,2024-08-26,2024-08-28,Completed,CUST003003,44,Male,Small Business,PROD2732,Educational Standard,Books,Educational,BrandB,6,193.9,1163.4,15,174.51,0.08,93.07,1081.96,0.18,797.53,West,San Francisco,OH,USA,66715,David Wilson,Phone,Debit Card,2.6,1,0,None,1,3,194.7528,1081.96
ORD012004,2025-06-05,2025,6,Q2,Thursday,23,2025-06-09,2025-06-19,Returned,CUST003004,76,Other,Enterprise,PROD1443,Dresses Pro,Clothing,Dresses,BrandE,16,549.02,8784.32,20,1756.86,0.08,702.75,7730.21,0.14,5944.73,North,New York,NC,USA,47395,Robert Anderson,Phone,PayPal,2.1,1,1,SEASONAL,4,14,1082.2294000000002,7730.21
ORD012005,2024-09-15,2024,9,Q3,Sunday,37,2024-09-18,2024-09-27,Pending,CUST003005,34,Female,Individual,PROD8336,Dresses Standard,Clothing,Dresses,BrandC,43,1799.57,77381.51,0,0.0,0.08,6190.52,83572.03,0.22,64409.15,West,San Francisco,MI,USA,10248,David Wilson,Partner,PayPal,1.4,0,1,FREESHIP,3,12,18385.8466,83572.03
ORD012006,2024-05-01,2024,5,Q2,Wednesday,18,2024-05-04,2024-05-08,Returned,CUST003006,63,Other,Government,PROD5882,Sports Clothing Premium,Sports,Sports Clothing,BrandD,19,1481.09,28140.71,5,1407.04,0.08,2251.26,28984.93,0.2,17540.3,East,Philadelphia,NC,USA,90003,Emily Brown,Online,PayPal,2.0,0,1,SEASONAL,3,7,5796.986000000001,28984.93
ORD012007,2024-04-19,2024,4,Q2,Friday,16,2024-04-24,2024-05-03,Returned,CUST003007,39,Female,Small Business,PROD4516,Shirts Elite,Clothing,Shirts,BrandD,50,879.36,43968.0,20,8793.6,0.08,3517.44,38691.84,0.25,33609.18,North,Boston,TX,USA,67841,Sarah Johnson,Phone,PayPal,4.3,0,1,None,5,14,9672.96,38691.84
ORD012008,2023-12-09,2023,12,Q4,Saturday,49,2023-12-13,2023-12-17,Cancelled,CUST003008,29,Male,Small Business,PROD1713,Furniture Elite,Home & Garden,Furniture,BrandD,49,204.9,10040.1,10,1004.01,0.08,803.21,9839.3,0.19,6106.78,South,Dallas,GA,USA,55290,Emily Brown,Partner,Credit Card,4.8,0,1,SAVE10,4,8,1869.4669999999999,9839.3
ORD012009,2023-12-06,2023,12,Q4,Wednesday,49,2023-12-08,2023-12-11,Shipped,CUST003009,18,Other,Small Business,PROD8537,Accessories Basic,Clothing,Accessories,BrandC,14,459.97,6439.58,10,643.96,0.08,515.17,6310.79,0.21,5545.01,West,Denver,TX,USA,64402,Emily Brown,Retail Store,Credit Card,3.1,0,1,None,2,5,1325.2658999999999,6310.79
ORD012010,2023-08-25,2023,8,Q3,Friday,34,2023-08-30,2023-09-05,Completed,CUST003010,29,Other,Government,PROD4852,Magazines Standard,Books,Magazines,BrandC,8,1824.73,14597.84,30,4379.35,0.08,1167.83,11386.32,0.14,9026.59,North,Minneapolis,OH,USA,43450,Emily Brown,Retail Store,Cash,4.0,0,1,SAVE10,5,11,1594.0848,11386.32
ORD012011,2024-05-05,2024,5,Q2,Sunday,18,2024-05-11,2024-05-13,Returned,CUST003011,35,Male,Small Business,PROD4035,Pants Standard,Clothing,Pants,BrandC,50,1195.62,59781.0,5,2989.05,0.08,4782.48,61574.43,0.14,51263.96,West,Los Angeles,CA,USA,13200,Jennifer Lee,Online,Bank Transfer,1.9,0,0,SAVE10,6,8,8620.4202,61574.43
ORD012012,2023-11-07,2023,11,Q4,Tuesday,45,2023-11-09,2023-11-11,Completed,CUST003012,77,Female,Small Business,PROD2369,Kitchen Appliances Pro,Home & Garden,Kitchen Appliances,BrandB,20,516.44,10328.8,20,2065.76,0.08,826.3,9089.34,0.21,7142.65,West,San Francisco,NC,USA,87077,Chris Martinez,Online,Credit Card,1.6,0,0,NEWCUSTOMER,2,4,1908.7613999999999,9089.34
ORD012013,2023-12-07,2023,12,Q4,Thursday,49,2023-12-12,2023-12-15,Returned,CUST003013,40,Male,Small Business,PROD2396,Decor Basic,Home & Garden,Decor,BrandA,3,886.9,2660.7,20,532.14,0.08,212.86,2341.42,0.38,1802.06,East,Washington DC,GA,USA,76418,Jennifer Lee,Phone,Credit Card,2.7,0,0,None,5,8,889.7396,2341.42
ORD012014,2024-12-22,2024,12,Q4,Sunday,51,2024-12-26,2025-01-03,Pending,CUST003014,21,Male,Small Business,PROD2594,Smartphones Standard,Electronics,Smartphones,BrandD,2,1505.34,3010.68,15,451.6,0.08,240.85,2799.93,0.14,2388.57,East,Charlotte,PA,USA,22072,John Smith,Online,Credit Card,1.9,0,1,NEWCUSTOMER,4,12,391.9902,2799.93
ORD012015,2024-05-08,2024,5,Q2,Wednesday,19,2024-05-14,2024-05-17,Returned,CUST003015,65,Other,Enterprise,PROD6998,Accessories Premium,Clothing,Accessories,BrandE,18,1716.65,30899.7,15,4634.95,0.08,2471.98,28736.73,0.12,20590.5,South,New Orleans,CA,USA,33115,Sarah Johnson,Retail Store,Cash,4.2,1,0,SAVE10,6,9,3448.4076,28736.73
ORD012016,2024-08-13,2024,8,Q3,Tuesday,33,2024-08-18,2024-08-20,Completed,CUST003016,65,Male,Individual,PROD3526,Shoes Elite,Clothing,Shoes,BrandD,6,287.3,1723.8,25,430.95,0.08,137.9,1430.75,0.15,1047.59,East,Philadelphia,PA,USA,14857,Chris Martinez,Partner,PayPal,3.2,0,1,SAVE10,5,7,214.61249999999998,1430.75
ORD012017,2023-11-27,2023,11,Q4,Monday,48,2023-12-03,2023-12-09,Pending,CUST003017,49,Female,Individual,PROD8086,Non-Fiction Standard,Books,Non-Fiction,BrandE,22,1907.9,41973.8,30,12592.14,0.08,3357.9,32739.56,0.13,23283.55,East,Jacksonville,MI,USA,17019,Emily Brown,Partner,PayPal,1.9,0,0,SAVE10,6,12,4256.1428000000005,32739.56
ORD012018,2024-09-17,2024,9,Q3,Tuesday,38,2024-09-19,2024-09-27,Cancelled,CUST003018,76,Other,Government,PROD2210,Dresses Premium,Clothing,Dresses,BrandD,25,1493.26,37331.5,5,1866.58,0.08,2986.52,38451.44,0.19,28148.94,West,Denver,CA,USA,46371,Lisa Garcia,Phone,Debit Card,4.0,0,0,None,2,10,7305.7736,38451.44
ORD012019,2024-06-26,2024,6,Q2,Wednesday,26,2024-06-27,2024-07-05,Cancelled,CUST003019,35,Male,Individual,PROD7523,Comics Standard,Books,Comics,BrandA,19,1212.53,23038.07,20,4607.61,0.08,1843.05,20273.51,0.31,13313.88,South,Dallas,NC,USA,91574,Anna Taylor,Retail Store,Credit Card,1.4,0,0,FREESHIP,1,9,6284.7881,20273.51
ORD012020,2024-07-17,2024,7,Q3,Wednesday,29,2024-07-23,2024-07-30,Shipped,CUST003020,35,Male,Individual,PROD2530,Kitchen Appliances Basic,Home & Garden,Kitchen Appliances,BrandC,6,200.78,1204.68,25,301.17,0.08,96.37,999.88,0.11,822.3,East,Washington DC,FL,USA,93797,Anna Taylor,Online,Cash,2.7,1,0,SEASONAL,6,13,109.9868,999.88
ORD012021,2024-11-29,2024,11,Q4,Friday,48,2024-12-03,2024-12-09,Returned,CUST003021,38,Female,Government,PROD7112,Dresses Basic,Clothing,Dresses,BrandE,33,1293.34,42680.22,5,2134.01,0.08,3414.42,43960.63,0.23,33829.74,East,Charlotte,GA,USA,44071,Mike Davis,Phone,PayPal,4.7,1,0,FREESHIP,4,10,10110.9449,43960.63
ORD012022,2024-01-28,2024,1,Q1,Sunday,4,2024-02-03,2024-02-13,Cancelled,CUST003022,38,Male,Government,PROD8884,Outdoor Gear Premium,Sports,Outdoor Gear,BrandB,33,519.08,17129.64,15,2569.45,0.08,1370.37,15930.56,0.33,10669.82,East,Jacksonville,NC,USA,24023,Lisa Garcia,Online,Cash,4.4,0,1,FREESHIP,6,16,5257.0848,15930.56
ORD012023,2023-10-12,2023,10,Q4,Thursday,41,2023-10-18,2023-10-22,Pending,CUST003023,47,Female,Small Business,PROD8194,Smart Watches Elite,Electronics,Smart Watches,BrandA,27,969.85,26185.95,25,6546.49,0.08,2094.88,21734.34,0.11,13095.66,South,Dallas,TX,USA,91617,Lisa Garcia,Partner,Debit Card,2.3,1,1,FREESHIP,6,10,2390.7774,21734.34
ORD012024,2024-09-29,2024,9,Q3,Sunday,39,2024-09-30,2024-10-05,Completed,CUST003024,61,Other,Individual,PROD5726,Tablets Elite,Electronics,Tablets,BrandC,37,1439.47,53260.39,15,7989.06,0.08,4260.83,49532.16,0.34,33784.8,South,Miami,NY,USA,91497,Anna Taylor,Retail Store,Cash,4.3,0,0,None,1,6,16840.934400000002,49532.16
ORD012025,2024-01-26,2024,1,Q1,Friday,4,2024-01-28,2024-02-07,Shipped,CUST003025,75,Other,Individual,PROD2160,Supplements Standard,Sports,Supplements,BrandA,37,1563.5,57849.5,5,2892.48,0.08,4627.96,59584.98,0.24,50631.88,North,Detroit,CA,USA,42561,Anna Taylor,Online,Cash,2.8,1,1,NEWCUSTOMER,2,12,14300.3952,59584.98
ORD012026,2024-10-05,2024,10,Q4,Saturday,40,2024-10-11,2024-10-14,Returned,CUST003026,80,Female,Small Business,PROD8330,Fiction Basic,Books,Fiction,BrandC,45,475.91,21415.95,5,1070.8,0.08,1713.28,22058.43,0.28,16479.89,West,Denver,OH,USA,16200,Sarah Johnson,Online,Credit Card,4.9,1,1,NEWCUSTOMER,6,9,6176.3604000000005,22058.43
ORD012027,2024-04-18,2024,4,Q2,Thursday,16,2024-04-21,2024-04-29,Completed,CUST003027,42,Other,Individual,PROD7191,Smartphones Basic,Electronics,Smartphones,BrandA,5,1032.13,5160.65,5,258.03,0.08,412.85,5315.47,0.1,4641.06,West,Los Angeles,FL,USA,69476,John Smith,Online,Bank Transfer,1.2,0,0,None,3,11,531.547,5315.47
ORD012028,2023-11-24,2023,11,Q4,Friday,47,2023-11-29,2023-12-01,Completed,CUST003028,38,Male,Individual,PROD2255,Pants Pro,Clothing,Pants,BrandE,36,1659.24,59732.64,30,17919.79,0.08,4778.61,46591.46,0.37,38213.46,South,Houston,MI,USA,35681,David Wilson,Online,Credit Card,4.1,0,1,SEASONAL,5,7,17238.8402,46591.46
ORD012029,2024-12-05,2024,12,Q4,Thursday,49,2024-12-12,2024-12-20,Returned,CUST003029,32,Male,Small Business,PROD3487,Fitness Equipment Pro,Sports,Fitness Equipment,BrandC,40,616.78,24671.2,0,0.0,0.08,1973.7,26644.9,0.13,19033.52,North,Chicago,TX,USA,87342,Lisa Garcia,Partner,Credit Card,2.7,0,0,None,7,15,3463.8370000000004,26644.9
ORD012030,2024-11-01,2024,11,Q4,Friday,44,2024-11-02,2024-11-06,Pending,CUST003030,63,Female,Individual,PROD9491,Laptops Standard,Electronics,Laptops,BrandB,39,787.05,30694.95,10,3069.49,0.08,2455.6,30081.06,0.37,25573.39,East,Charlotte,IL,USA,93429,Robert Anderson,Online,PayPal,3.8,0,1,None,1,5,11129.9922,30081.06
ORD012031,2023-12-15,2023,12,Q4,Friday,50,2023-12-17,2023-12-22,Cancelled,CUST003031,25,Other,Enterprise,PROD5710,Kitchen Appliances Standard,Home & Garden,Kitchen Appliances,BrandE,14,497.76,6968.64,10,696.86,0.08,557.49,6829.27,0.23,6029.61,South,Houston,FL,USA,30137,John Smith,Retail Store,Credit Card,2.6,0,0,None,2,7,1570.7321000000002,6829.27
ORD012032,2024-02-19,2024,2,Q1,Monday,8,2024-02-22,2024-02-28,Pending,CUST003032,51,Male,Government,PROD1178,Smart Watches Premium,Electronics,Smart Watches,BrandD,47,1573.83,73970.01,15,11095.5,0.08,5917.6,68792.11,0.37,53966.2,West,Denver,CA,USA,49227,Jennifer Lee,Partner,Debit Card,1.1,1,1,NEWCUSTOMER,3,9,25453.0807,68792.11
ORD012033,2024-07-28,2024,7,Q3,Sunday,30,2024-08-03,2024-08-11,Shipped,CUST003033,78,Other,Individual,PROD1680,Supplements Elite,Sports,Supplements,BrandC,41,321.75,13191.75,30,3957.52,0.08,1055.34,10289.57,0.34,7694.81,West,Los Angeles,OH,USA,49033,Jennifer Lee,Phone,PayPal,4.9,0,1,FREESHIP,6,14,3498.4538000000002,10289.57
ORD012034,2024-08-13,2024,8,Q3,Tuesday,33,2024-08-17,2024-08-20,Shipped,CUST003034,40,Male,Small Business,PROD8628,Tools Premium,Home & Garden,Tools,BrandE,45,1632.29,73453.05,25,18363.26,0.08,5876.24,60966.03,0.32,40455.2,North,Boston,TX,USA,78304,Anna Taylor,Retail Store,Debit Card,4.7,0,1,NEWCUSTOMER,4,7,19509.1296,60966.03
ORD012035,2024-09-02,2024,9,Q3,Monday,36,2024-09-07,2024-09-13,Shipped,CUST003035,80,Female,Enterprise,PROD5507,Decor Basic,Home & Garden,Decor,BrandA,32,1723.88,55164.16,30,16549.25,0.08,4413.13,43028.04,0.16,35234.02,East,Washington DC,CA,USA,30358,Sarah Johnson,Phone,Debit Card,2.5,0,1,FREESHIP,5,11,6884.486400000001,43028.04
ORD012036,2024-01-16,2024,1,Q1,Tuesday,3,2024-01-22,2024-01-27,Cancelled,CUST003036,31,Female,Government,PROD9432,Magazines Elite,Books,Magazines,BrandB,16,618.26,9892.16,10,989.22,0.08,791.37,9694.31,0.4,8068.17,South,Atlanta,NC,USA,88468,Chris Martinez,Phone,Bank Transfer,3.7,0,0,None,6,11,3877.724,9694.31
ORD012037,2024-02-05,2024,2,Q1,Monday,6,2024-02-11,2024-02-19,Completed,CUST003037,22,Other,Enterprise,PROD8486,Magazines Pro,Books,Magazines,BrandD,15,1620.86,24312.9,15,3646.93,0.08,1945.03,22611.0,0.39,14240.17,North,Boston,IL,USA,21684,Sarah Johnson,Online,PayPal,4.0,1,0,NEWCUSTOMER,6,14,8818.29,22611.0
ORD012038,2023-11-28,2023,11,Q4,Tuesday,48,2023-11-29,2023-12-06,Cancelled,CUST003038,52,Female,Enterprise,PROD1639,Shirts Standard,Clothing,Shirts,BrandE,18,329.31,5927.58,0,0.0,0.08,474.21,6401.79,0.33,4563.91,South,New Orleans,MI,USA,68784,Lisa Garcia,Online,PayPal,4.5,1,0,None,1,8,2112.5907,6401.79
ORD012039,2024-07-07,2024,7,Q3,Sunday,27,2024-07-10,2024-07-16,Completed,CUST003039,32,Male,Small Business,PROD8527,Smartphones Basic,Electronics,Smartphones,BrandD,2,1292.48,2584.96,30,775.49,0.08,206.8,2016.27,0.17,1663.43,North,New York,OH,USA,54026,Chris Martinez,Phone,Debit Card,2.8,0,0,SEASONAL,3,9,342.76590000000004,2016.27
ORD012040,2023-07-02,2023,7,Q3,Sunday,26,2023-07-08,2023-07-13,Completed,CUST003040,62,Other,Individual,PROD6069,Non-Fiction Premium,Books,Non-Fiction,BrandB,26,1621.61,42161.86,15,6324.28,0.08,3372.95,39210.53,0.12,24248.64,South,Atlanta,PA,USA,39973,Jennifer Lee,Partner,Credit Card,2.1,0,0,NEWCUSTOMER,6,11,4705.263599999999,39210.53
ORD012041,2024-04-17,2024,4,Q2,Wednesday,16,2024-04-23,2024-05-01,Shipped,CUST003041,74,Male,Small Business,PROD9293,Accessories Elite,Clothing,Accessories,BrandB,43,1989.71,85557.53,10,8555.75,0.08,6844.6,83846.38,0.35,68615.17,North,Detroit,NY,USA,64136,Anna Taylor,Phone,Debit Card,3.8,1,1,FREESHIP,6,14,29346.233,83846.38
ORD012042,2023-08-15,2023,8,Q3,Tuesday,33,2023-08-18,2023-08-27,Pending,CUST003042,74,Female,Government,PROD3653,Plants Standard,Home & Garden,Plants,BrandC,16,1119.72,17915.52,20,3583.1,0.08,1433.24,15765.66,0.2,12330.9,West,Seattle,MI,USA,82856,Jennifer Lee,Retail Store,Debit Card,4.7,0,1,FREESHIP,3,12,3153.132,15765.66
ORD012043,2025-06-01,2025,6,Q2,Sunday,22,2025-06-07,2025-06-15,Cancelled,CUST003043,25,Male,Government,PROD9630,Furniture Standard,Home & Garden,Furniture,BrandC,2,28.75,57.5,10,5.75,0.08,4.6,56.35,0.34,40.09,South,Miami,MI,USA,95053,John Smith,Phone,Bank Transfer,3.8,1,1,NEWCUSTOMER,6,14,19.159000000000002,56.35
ORD012044,2023-11-02,2023,11,Q4,Thursday,44,2023-11-09,2023-11-11,Pending,CUST003044,20,Other,Enterprise,PROD6754,Outdoor Gear Elite,Sports,Outdoor Gear,BrandB,22,1604.4,35296.8,25,8824.2,0.08,2823.74,29296.34,0.28,25142.01,South,New Orleans,TX,USA,93833,Lisa Garcia,Partner,Debit Card,2.8,0,0,None,7,9,8202.9752,29296.34
ORD012045,2023-12-20,2023,12,Q4,Wednesday,51,2023-12-26,2023-12-29,Shipped,CUST003045,22,Female,Individual,PROD9036,Kitchen Appliances Standard,Home & Garden,Kitchen Appliances,BrandB,3,254.8,764.4,0,0.0,0.08,61.15,825.55,0.3,585.69,East,Jacksonville,FL,USA,63904,Mike Davis,Phone,Cash,3.5,0,1,None,6,9,247.66499999999996,825.55
ORD012046,2024-06-05,2024,6,Q2,Wednesday,23,2024-06-06,2024-06-15,Pending,CUST003046,77,Male,Enterprise,PROD4534,Sports Clothing Standard,Sports,Sports Clothing,BrandC,32,1772.95,56734.4,15,8510.16,0.08,4538.75,52762.99,0.37,42248.07,South,New Orleans,MI,USA,20987,John Smith,Phone,PayPal,3.2,0,1,NEWCUSTOMER,1,10,19522.3063,52762.99
ORD012047,2023-12-03,2023,12,Q4,Sunday,48,2023-12-10,2023-12-13,Pending,CUST003047,45,Male,Individual,PROD3313,Outdoor Gear Basic,Sports,Outdoor Gear,BrandE,13,1349.9,17548.7,5,877.44,0.08,1403.9,18075.16,0.23,13738.2,West,Seattle,GA,USA,83184,David Wilson,Retail Store,Bank Transfer,2.9,0,1,SAVE10,7,10,4157.2868,18075.16
ORD012048,2024-08-03,2024,8,Q3,Saturday,31,2024-08-08,2024-08-11,Pending,CUST003048,61,Other,Enterprise,PROD7484,Outdoor Gear Pro,Sports,Outdoor Gear,BrandE,3,1655.5,4966.5,15,744.98,0.08,397.32,4618.84,0.2,3964.65,West,Seattle,IL,USA,20318,Chris Martinez,Phone,Cash,1.9,0,0,None,5,8,923.768,4618.84
ORD012049,2024-05-16,2024,5,Q2,Thursday,20,2024-05-17,2024-05-27,Completed,CUST003049,20,Female,Small Business,PROD7698,Sports Clothing Standard,Sports,Sports Clothing,BrandB,25,1499.55,37488.75,5,1874.44,0.08,2999.1,38613.41,0.15,31100.11,North,Boston,NY,USA,82071,Lisa Garcia,Retail Store,Debit Card,3.4,0,1,FREESHIP,1,11,5792.0115000000005,38613.41
ORD012050,2024-08-05,2024,8,Q3,Monday,32,2024-08-06,2024-08-12,Shipped,CUST003050,50,Female,Enterprise,PROD6044,Laptops Pro,Electronics,Laptops,BrandB,40,1035.97,41438.8,15,6215.82,0.08,3315.1,38538.08,0.11,28489.73,West,San Francisco,IL,USA,54161,Anna Taylor,Partner,Bank Transfer,4.7,0,1,NEWCUSTOMER,1,7,4239.1888,38538.08
ORD012051,2024-06-12,2024,6,Q2,Wednesday,24,2024-06-15,2024-06-20,Cancelled,CUST003051,72,Male,Small Business,PROD1651,Smart Watches Elite,Electronics,Smart Watches,BrandC,16,409.27,6548.32,5,327.42,0.08,523.87,6744.77,0.24,4761.51,North,Detroit,NC,USA,59773,Chris Martinez,Online,Bank Transfer,5.0,0,1,None,3,8,1618.7448,6744.77
ORD012052,2024-10-03,2024,10,Q4,Thursday,40,2024-10-04,2024-10-14,Pending,CUST003052,77,Female,Government,PROD2341,Supplements Premium,Sports,Supplements,BrandA,37,1285.07,47547.59,10,4754.76,0.08,3803.81,46596.64,0.23,36572.98,North,Detroit,PA,USA,55369,Emily Brown,Retail Store,Bank Transfer,4.1,0,1,FREESHIP,1,11,10717.227200000001,46596.64
ORD012053,2023-10-11,2023,10,Q4,Wednesday,41,2023-10-13,2023-10-21,Returned,CUST003053,51,Female,Small Business,PROD6215,Furniture Elite,Home & Garden,Furniture,BrandE,44,1507.59,66333.96,10,6633.4,0.08,5306.72,65007.28,0.34,46566.85,East,Philadelphia,CA,USA,10700,Sarah Johnson,Retail Store,Credit Card,4.6,0,0,NEWCUSTOMER,2,10,22102.4752,65007.28
ORD012054,2025-04-01,2025,4,Q2,Tuesday,14,2025-04-07,2025-04-11,Returned,CUST003054,48,Male,Individual,PROD9289,Accessories Basic,Clothing,Accessories,BrandE,14,1424.74,19946.36,20,3989.27,0.08,1595.71,17552.8,0.27,11692.2,North,Minneapolis,NY,USA,90000,Robert Anderson,Partner,Cash,1.5,0,1,None,6,10,4739.256,17552.8
ORD012055,2023-10-01,2023,10,Q4,Sunday,39,2023-10-06,2023-10-08,Cancelled,CUST003055,79,Other,Government,PROD6233,Fiction Premium,Books,Fiction,BrandB,27,1491.49,40270.23,0,0.0,0.08,3221.62,43491.85,0.14,27806.52,East,Jacksonville,MI,USA,21338,Lisa Garcia,Retail Store,Cash,3.5,0,0,NEWCUSTOMER,5,7,6088.859,43491.85
ORD012056,2024-09-12,2024,9,Q3,Thursday,37,2024-09-17,2024-09-26,Returned,CUST003056,75,Female,Small Business,PROD2895,Furniture Premium,Home & Garden,Furniture,BrandB,5,420.39,2101.95,30,630.58,0.08,168.16,1639.53,0.2,1334.51,West,San Francisco,GA,USA,98652,Chris Martinez,Retail Store,PayPal,2.4,0,1,NEWCUSTOMER,5,14,327.906,1639.53
ORD012057,2025-04-29,2025,4,Q2,Tuesday,18,2025-05-05,2025-05-12,Pending,CUST003057,25,Female,Individual,PROD8467,Furniture Pro,Home & Garden,Furniture,BrandB,28,1509.38,42262.64,15,6339.4,0.08,3381.01,39304.25,0.24,32629.61,South,Dallas,IL,USA,80097,Emily Brown,Partner,Debit Card,3.1,0,1,None,6,13,9433.02,39304.25
ORD012058,2024-02-18,2024,2,Q1,Sunday,7,2024-02-21,2024-02-29,Returned,CUST003058,72,Other,Government,PROD6337,Furniture Elite,Home & Garden,Furniture,BrandD,26,34.63,900.38,15,135.06,0.08,72.03,837.35,0.19,689.53,South,Dallas,OH,USA,51327,David Wilson,Phone,Cash,1.6,1,1,SAVE10,3,11,159.09650000000002,837.35
ORD012059,2025-03-14,2025,3,Q1,Friday,11,2025-03-18,2025-03-24,Shipped,CUST003059,70,Male,Individual,PROD4570,Non-Fiction Pro,Books,Non-Fiction,BrandA,21,1025.11,21527.31,15,3229.1,0.08,1722.18,20020.39,0.2,13261.49,South,Dallas,OH,USA,58944,John Smith,Partner,PayPal,3.8,1,1,SAVE10,4,10,4004.078,20020.39
ORD012060,2025-01-02,2025,1,Q1,Thursday,1,2025-01-04,2025-01-11,Returned,CUST003060,65,Male,Small Business,PROD5319,Sports Clothing Standard,Sports,Sports Clothing,BrandA,6,464.66,2787.96,0,0.0,0.08,223.04,3011.0,0.11,2139.6,West,Denver,GA,USA,27739,Jennifer Lee,Partner,Bank Transfer,4.4,0,1,SAVE10,2,9,331.21,3011.0
ORD012061,2025-06-23,2025,6,Q2,Monday,26,2025-06-27,2025-07-06,Shipped,CUST003061,47,Female,Individual,PROD1548,Headphones Premium,Electronics,Headphones,BrandE,39,473.86,18480.54,15,2772.08,0.08,1478.44,17186.9,0.18,13330.55,North,Boston,NY,USA,24676,Robert Anderson,Retail Store,Credit Card,4.6,0,1,None,4,13,3093.6420000000003,17186.9
